Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss,Loss(pred_m)
emt-dlfr,"(60.16, 8.9)","(59.58, 9.3)","(59.81, 9.67)","(59.39, 10.0)","(20.36, 5.2)","(19.92, 4.58)","(132.16, 11.61)","(31.14, 16.01)","(152.59, 10.73)","(132.03, 11.39)"
emt-dlfr,"(74.98, 0.69)","(75.04, 0.68)","(75.86, 0.9)","(76.0, 0.89)","(38.0, 1.5)","(34.16, 1.24)","(97.3, 2.31)","(63.36, 0.06)","(120.95, 3.44)","(97.12, 2.08)"
emt-dlfr,"(74.98, 1.4)","(75.01, 1.38)","(75.86, 1.58)","(75.98, 1.56)","(39.02, 2.37)","(35.18, 2.12)","(97.57, 4.96)","(63.15, 1.6)","(121.68, 5.06)","(97.63, 4.76)"
emt-dlfr,"(74.83, 0.48)","(74.87, 0.45)","(75.86, 0.8)","(75.98, 0.76)","(39.46, 1.96)","(35.47, 1.6)","(96.62, 1.87)","(63.79, 0.28)","(120.98, 1.69)","(96.54, 1.64)"
emt-dlfr,"(73.57, 1.33)","(73.48, 1.48)","(73.98, 1.75)","(74.0, 1.87)","(36.74, 3.24)","(33.19, 2.62)","(101.88, 4.91)","(63.35, 1.38)","(125.61, 4.6)","(101.22, 4.72)"
emt-dlfr,"(74.97, 0.61)","(75.02, 0.62)","(76.07, 0.66)","(76.19, 0.66)","(38.14, 2.05)","(34.45, 1.75)","(97.62, 0.96)","(62.84, 0.4)","(122.05, 0.63)","(97.8, 0.84)"
emt-dlfr,"(74.83, 0.86)","(74.72, 1.0)","(76.32, 0.52)","(76.3, 0.62)","(40.33, 1.26)","(35.71, 0.97)","(94.99, 0.28)","(63.03, 0.73)","(120.25, 1.79)","(95.09, 0.39)"
emt-dlfr,"(73.96, 0.42)","(73.97, 0.43)","(74.9, 0.69)","(75.0, 0.68)","(37.76, 1.49)","(34.06, 1.68)","(99.81, 5.18)","(62.34, 1.09)","(124.18, 5.74)","(100.17, 5.33)"
emt-dlfr,"(74.05, 0.36)","(74.11, 0.35)","(74.74, 0.4)","(74.89, 0.4)","(37.51, 1.58)","(34.06, 0.9)","(98.63, 2.92)","(62.75, 0.93)","(123.23, 2.3)","(99.07, 2.51)"
emt-dlfr,"(74.83, 0.59)","(74.86, 0.61)","(75.36, 1.06)","(75.47, 1.07)","(37.12, 1.97)","(33.62, 1.85)","(100.45, 3.0)","(63.18, 0.85)","(125.07, 2.42)","(100.3, 3.08)"
emt-dlfr,"(74.44, 0.3)","(74.51, 0.3)","(75.2, 0.19)","(75.35, 0.19)","(36.49, 1.49)","(33.28, 1.35)","(99.79, 1.12)","(62.42, 0.42)","(124.01, 0.78)","(99.62, 0.96)"
emt-dlfr,"(74.49, 0.93)","(74.48, 0.88)","(75.56, 1.06)","(75.62, 0.98)","(38.73, 2.62)","(34.55, 2.42)","(97.71, 2.36)","(62.03, 0.96)","(122.18, 2.22)","(97.4, 2.17)"
emt-dlfr,"(74.73, 0.42)","(74.72, 0.4)","(75.66, 0.61)","(75.74, 0.61)","(38.53, 3.27)","(34.5, 3.04)","(99.44, 3.93)","(63.1, 0.37)","(124.08, 4.02)","(99.46, 4.19)"
emt-dlfr,"(74.54, 0.38)","(74.6, 0.37)","(75.51, 0.4)","(75.65, 0.39)","(38.09, 0.36)","(33.87, 0.59)","(98.76, 0.87)","(62.57, 0.5)","(123.18, 1.48)","(98.62, 0.48)"
emt-dlfr,"(74.93, 0.63)","(74.98, 0.65)","(75.76, 0.45)","(75.89, 0.46)","(38.73, 0.54)","(34.84, 0.12)","(97.8, 1.07)","(63.16, 0.82)","(120.85, 1.8)","(97.44, 0.98)"
emt-dlfr,"(74.54, 0.38)","(74.6, 0.37)","(75.51, 0.4)","(75.65, 0.39)","(38.09, 0.36)","(33.87, 0.59)","(98.76, 0.87)","(62.57, 0.5)","(123.18, 1.48)","(98.62, 0.48)"
emt-dlfr,"(74.25, 0.37)","(74.3, 0.35)","(75.36, 0.26)","(75.48, 0.25)","(36.59, 2.27)","(33.38, 1.97)","(99.78, 4.04)","(62.33, 1.25)","(124.04, 3.2)","(99.5, 3.72)"
emt-dlfr,"(76.48, 0.72)","(76.54, 0.73)","(77.34, 0.52)","(77.46, 0.53)","(42.37, 0.88)","(38.24, 1.01)","(92.96, 1.05)","(65.73, 0.76)","(-147.56, 6.53)","(93.13, 1.36)"
emt-dlfr,"(77.41, 0.86)","(77.41, 0.84)","(78.3, 0.97)","(78.37, 0.95)","(41.69, 0.63)","(37.36, 0.95)","(92.08, 1.32)","(65.76, 0.73)","(-148.85, 0.33)","(91.91, 1.0)"
emt-dlfr,"(77.41, 0.86)","(77.41, 0.84)","(78.3, 0.97)","(78.37, 0.95)","(41.69, 0.63)","(37.36, 0.95)","(92.08, 1.32)","(65.76, 0.73)","(-148.85, 0.33)","(91.91, 1.0)"
emt-dlfr,"(75.07, 0.95)","(75.13, 0.96)","(75.91, 0.82)","(76.04, 0.82)","(40.23, 1.37)","(36.05, 1.04)","(96.2, 1.29)","(63.21, 0.23)","(-141.67, 2.98)","(95.74, 1.38)"
emt-dlfr,"(75.07, 2.06)","(75.07, 2.03)","(76.27, 2.1)","(76.34, 2.06)","(40.91, 1.01)","(36.59, 0.78)","(94.73, 2.08)","(63.47, 1.11)","(92.62, 1.21)","(94.42, 1.48)"
emt-dlfr,"(77.11, 0.78)","(77.14, 0.8)","(78.15, 0.56)","(78.24, 0.57)","(40.67, 2.61)","(36.83, 2.38)","(93.8, 1.68)","(64.57, 0.08)","(-195.65, 1.9)","(94.3, 1.06)"
emt-dlfr,"(76.09, 0.95)","(76.1, 0.91)","(76.88, 1.12)","(76.96, 1.07)","(41.69, 2.5)","(37.27, 1.67)","(94.85, 2.05)","(64.04, 1.08)","(-199.62, 6.58)","(94.47, 1.64)"
emt-dlfr,"(75.75, 0.68)","(75.81, 0.68)","(76.63, 0.58)","(76.76, 0.58)","(39.7, 3.35)","(36.06, 2.8)","(95.42, 2.8)","(64.26, 0.97)","(-145.31, 4.19)","(95.27, 3.13)"
emt-dlfr,"(75.9, 0.18)","(75.91, 0.19)","(77.19, 0.26)","(77.27, 0.26)","(42.62, 0.18)","(38.24, 0.18)","(92.29, 0.68)","(64.99, 0.36)","(-146.77, 2.66)","(92.78, 0.28)"
emt-dlfr,"(76.33, 1.08)","(76.31, 1.04)","(77.59, 1.2)","(77.64, 1.17)","(41.64, 1.55)","(37.07, 1.13)","(91.98, 1.61)","(65.13, 0.52)","(-149.31, 2.82)","(92.09, 0.65)"
emt-dlfr,"(74.98, 0.3)","(74.95, 0.36)","(76.12, 0.38)","(76.16, 0.45)","(41.15, 1.55)","(36.64, 1.35)","(94.0, 0.34)","(63.79, 0.41)","(-142.54, 4.6)","(93.91, 1.35)"
emt-dlfr,"(75.75, 1.22)","(75.79, 1.24)","(76.72, 1.04)","(76.84, 1.05)","(40.14, 0.91)","(36.05, 0.6)","(94.32, 0.63)","(64.43, 0.46)","(-149.14, 4.25)","(93.81, 0.8)"
emt-dlfr,"(76.58, 0.37)","(76.61, 0.38)","(77.54, 0.29)","(77.64, 0.3)","(40.72, 0.96)","(36.69, 0.81)","(93.2, 1.32)","(65.08, 0.83)","(-151.26, 3.04)","(92.64, 1.09)"
emt-dlfr,"(75.41, 0.07)","(75.44, 0.08)","(76.47, 0.07)","(76.57, 0.07)","(40.18, 2.05)","(35.91, 1.39)","(95.63, 2.19)","(63.81, 0.68)","(-146.96, 6.21)","(95.83, 2.21)"
emt-dlfr,"(75.51, 0.84)","(75.48, 0.89)","(76.58, 0.52)","(76.62, 0.57)","(40.43, 1.49)","(36.44, 1.49)","(93.88, 2.33)","(64.0, 0.44)","(-158.7, 4.25)","(93.7, 2.32)"
emt-dlfr,"(76.34, 0.54)","(76.29, 0.56)","(77.54, 0.5)","(77.57, 0.5)","(41.11, 2.0)","(36.88, 1.69)","(93.76, 1.36)","(64.35, 0.53)","(117.66, 0.89)","(93.53, 1.01)"
emt-dlfr,"(75.02, 0.38)","(75.06, 0.39)","(76.02, 0.56)","(76.13, 0.55)","(39.75, 1.58)","(35.67, 1.52)","(97.46, 1.42)","(63.74, 0.55)","(120.64, 1.9)","(97.34, 1.54)"
emt-dlfr,"(76.58, 0.69)","(76.54, 0.75)","(77.94, 0.29)","(77.98, 0.35)","(42.13, 0.21)","(37.71, 0.25)","(91.48, 1.21)","(65.65, 0.32)","(116.28, 2.74)","(91.25, 1.46)"
emt-dlfr,"(76.29, 0.91)","(76.31, 0.88)","(77.49, 0.92)","(77.58, 0.88)","(42.56, 1.21)","(38.48, 1.56)","(92.66, 3.0)","(65.37, 1.11)","(118.25, 3.81)","(92.58, 2.71)"
emt-dlfr,"(77.31, 0.6)","(77.36, 0.59)","(78.25, 0.52)","(78.38, 0.51)","(41.54, 2.03)","(37.27, 1.77)","(93.59, 2.12)","(65.36, 0.92)","(118.53, 3.36)","(93.69, 1.85)"
emt-dlfr,"(77.16, 0.91)","(77.19, 0.92)","(78.25, 0.8)","(78.35, 0.8)","(41.01, 2.16)","(36.83, 2.21)","(92.41, 0.25)","(65.65, 0.35)","(119.61, 0.61)","(92.85, 0.13)"
emt-dlfr,"(76.43, 0.7)","(76.42, 0.67)","(77.79, 0.83)","(77.85, 0.81)","(41.79, 1.04)","(37.42, 1.0)","(91.6, 1.49)","(65.27, 0.73)","(116.5, 1.27)","(91.01, 0.87)"
emt-dlfr,"(76.19, 0.3)","(76.2, 0.25)","(77.39, 0.38)","(77.47, 0.33)","(41.64, 2.03)","(37.37, 1.81)","(91.72, 1.59)","(65.96, 0.5)","(116.63, 2.79)","(91.65, 1.77)"
emt-dlfr,"(76.48, 0.3)","(76.52, 0.3)","(77.49, 0.29)","(77.59, 0.27)","(41.98, 0.54)","(38.05, 0.52)","(91.89, 0.21)","(65.51, 0.2)","(117.28, 1.61)","(91.65, 0.46)"
emt-dlfr,"(76.24, 0.74)","(76.18, 0.8)","(77.69, 0.47)","(77.72, 0.52)","(41.64, 0.48)","(37.71, 0.59)","(90.88, 0.71)","(65.33, 0.48)","(-158.62, 6.1)","(91.73, 0.68)"
emt-dlfr,"(76.24, 0.32)","(76.21, 0.36)","(77.59, 0.25)","(77.64, 0.21)","(41.93, 0.68)","(37.85, 0.25)","(92.24, 1.91)","(65.86, 0.61)","(-150.05, 2.52)","(92.51, 1.79)"
emt-dlfr,"(76.14, 0.66)","(76.12, 0.67)","(77.49, 0.69)","(77.54, 0.7)","(41.06, 0.79)","(37.27, 0.86)","(92.94, 2.15)","(64.66, 1.38)","(-154.61, 4.05)","(92.44, 2.32)"
emt-dlfr,"(75.03, 0.36)","(75.06, 0.4)","(76.07, 0.33)","(76.18, 0.31)","(40.33, 1.3)","(37.03, 1.26)","(99.75, 1.68)","(58.99, 1.05)","(-139.84, 5.75)","(99.32, 1.63)"
emt-dlfr,"(74.88, 0.66)","(74.94, 0.65)","(75.71, 1.12)","(75.85, 1.1)","(39.85, 0.75)","(36.54, 0.77)","(100.38, 1.36)","(59.83, 0.2)","(-111.45, 7.62)","(100.61, 1.62)"
emt-dlfr,"(76.09, 0.63)","(76.15, 0.62)","(76.98, 0.9)","(77.11, 0.89)","(40.57, 0.84)","(37.32, 0.54)","(98.03, 1.1)","(60.29, 0.41)","(-117.55, 3.22)","(98.2, 1.18)"
emt-dlfr,"(75.51, 1.49)","(75.56, 1.48)","(75.97, 1.69)","(76.1, 1.68)","(40.57, 1.19)","(37.12, 0.73)","(98.41, 1.36)","(60.3, 0.87)","(-111.58, 9.19)","(98.02, 1.0)"
emt-dlfr,"(76.58, 0.73)","(76.62, 0.73)","(77.44, 0.57)","(77.55, 0.57)","(41.55, 1.67)","(37.9, 1.86)","(93.05, 1.38)","(65.09, 0.51)","(-147.75, 10.71)","(92.88, 1.94)"
emt-dlfr,"(76.24, 0.32)","(76.21, 0.36)","(77.59, 0.25)","(77.64, 0.21)","(41.93, 0.68)","(37.85, 0.25)","(92.24, 1.91)","(65.86, 0.61)","(-150.05, 2.52)","(92.51, 1.79)"
emt-dlfr,"(75.71, 0.96)","(75.74, 0.97)","(76.68, 1.0)","(76.78, 1.02)","(41.74, 0.84)","(37.27, 0.97)","(93.79, 1.41)","(64.8, 0.85)","(-149.05, 6.0)","(93.95, 1.16)"
emt-dlfr,"(76.63, 0.93)","(76.66, 0.92)","(77.69, 1.15)","(77.79, 1.14)","(40.23, 0.52)","(36.15, 0.78)","(94.33, 2.93)","(64.71, 0.84)","(-152.51, 10.2)","(94.56, 3.34)"
emt-dlfr,"(76.0, 0.34)","(75.96, 0.31)","(77.44, 0.33)","(77.48, 0.29)","(43.58, 0.66)","(39.07, 0.0)","(91.28, 1.67)","(65.41, 0.92)","(-153.03, 4.89)","(91.48, 2.0)"
emt-dlfr,"(75.9, 0.18)","(75.88, 0.27)","(77.03, 0.07)","(77.08, 0.14)","(42.18, 1.08)","(37.9, 1.02)","(92.37, 1.2)","(65.07, 0.52)","(-152.54, 2.84)","(92.16, 1.3)"
emt-dlfr,"(76.04, 0.38)","(76.02, 0.37)","(77.39, 0.4)","(77.44, 0.4)","(42.86, 0.52)","(38.58, 0.28)","(91.6, 1.91)","(65.02, 1.09)","(-147.24, 3.33)","(91.2, 1.51)"
emt-dlfr,"(76.43, 0.97)","(76.41, 0.96)","(77.69, 0.85)","(77.74, 0.83)","(42.57, 1.07)","(38.34, 0.95)","(91.36, 1.05)","(65.37, 1.05)","(-150.65, 2.14)","(91.28, 1.33)"
emt-dlfr,"(76.67, 0.31)","(76.65, 0.34)","(77.84, 0.38)","(77.88, 0.38)","(43.1, 1.43)","(38.63, 0.96)","(91.56, 1.7)","(65.08, 0.56)","(-153.24, 2.51)","(91.8, 1.96)"
emt-dlfr,"(76.43, 0.97)","(76.41, 0.96)","(77.69, 0.85)","(77.74, 0.83)","(42.57, 1.07)","(38.34, 0.95)","(91.36, 1.05)","(65.37, 1.05)","(-150.65, 2.14)","(91.28, 1.33)"
