Model,Has0_acc_2,Has0_F1_score,Non0_acc_2,Non0_F1_score,Mult_acc_5,Mult_acc_7,MAE,Corr,Loss,Loss(pred_m)
emt-dlfr,"(60.98, 2.08)","(60.55, 2.77)","(61.28, 2.52)","(60.97, 3.23)","(25.9, 2.55)","(24.1, 1.99)","(135.22, 7.07)","(30.19, 1.35)","(163.67, 7.65)","(135.53, 8.03)"
emt-dlfr,"(63.31, 1.44)","(63.23, 1.53)","(63.57, 1.26)","(63.59, 1.37)","(25.56, 1.67)","(24.2, 1.67)","(130.88, 1.99)","(34.44, 0.35)","(158.86, 2.04)","(131.08, 2.56)"
emt-dlfr,"(62.2, 1.13)","(62.01, 1.51)","(62.7, 1.76)","(62.65, 2.14)","(25.75, 1.93)","(24.25, 1.82)","(132.05, 5.36)","(32.53, 2.03)","(159.96, 4.36)","(132.36, 4.82)"
emt-dlfr,"(63.31, 1.44)","(63.23, 1.53)","(63.57, 1.26)","(63.59, 1.37)","(25.56, 1.67)","(24.2, 1.67)","(130.88, 1.99)","(34.44, 0.35)","(158.86, 2.04)","(131.08, 2.56)"
emt-dlfr,"(62.1, 1.72)","(62.14, 1.77)","(62.29, 1.66)","(62.46, 1.71)","(25.75, 1.0)","(24.54, 0.96)","(134.7, 2.27)","(29.85, 2.64)","(162.94, 1.85)","(134.69, 2.21)"
emt-dlfr,"(63.61, 0.84)","(63.57, 0.98)","(64.12, 0.97)","(64.2, 1.12)","(28.82, 1.38)","(25.99, 1.11)","(128.77, 2.26)","(36.81, 1.26)","(-67.29, 4.86)","(129.0, 1.62)"
emt-dlfr,"(63.12, 0.41)","(63.09, 0.6)","(63.51, 0.52)","(63.6, 0.7)","(27.79, 0.96)","(25.9, 0.91)","(125.87, 2.06)","(36.55, 0.46)","(-61.35, 14.64)","(125.55, 2.33)"
emt-dlfr,"(63.12, 0.41)","(63.09, 0.6)","(63.51, 0.52)","(63.6, 0.7)","(27.79, 0.96)","(25.9, 0.91)","(125.87, 2.06)","(36.55, 0.46)","(-61.35, 14.64)","(125.55, 2.33)"
emt-dlfr,"(63.9, 1.44)","(63.94, 1.46)","(64.38, 1.37)","(64.54, 1.39)","(25.85, 3.02)","(24.39, 2.68)","(129.57, 4.43)","(34.66, 3.0)","(-34.2, 17.47)","(129.85, 4.57)"
emt-dlfr,"(60.4, 2.38)","(59.85, 2.99)","(60.62, 2.37)","(60.17, 3.01)","(24.3, 0.45)","(23.66, 0.3)","(133.9, 3.02)","(32.77, 1.89)","(150.03, 5.38)","(133.47, 2.8)"
emt-dlfr,"(62.24, 0.78)","(62.03, 1.15)","(62.3, 1.0)","(62.21, 1.37)","(25.46, 0.07)","(24.15, 0.5)","(133.03, 3.93)","(33.07, 0.96)","(-69.59, 6.11)","(132.23, 3.64)"
emt-dlfr,"(62.19, 1.27)","(62.23, 1.2)","(62.8, 1.19)","(62.95, 1.11)","(26.29, 1.16)","(24.93, 1.14)","(131.81, 4.03)","(32.05, 4.08)","(-68.62, 12.99)","(131.9, 4.94)"
emt-dlfr,"(61.81, 1.26)","(61.72, 1.19)","(62.25, 0.83)","(62.28, 0.8)","(25.9, 1.16)","(24.44, 1.24)","(135.27, 1.91)","(30.84, 2.82)","(-23.72, 5.59)","(135.26, 1.92)"
emt-dlfr,"(61.47, 1.73)","(61.16, 1.95)","(61.74, 2.08)","(61.55, 2.29)","(25.51, 1.24)","(24.01, 1.11)","(134.12, 6.24)","(32.58, 2.16)","(-19.3, 11.73)","(133.97, 6.64)"
emt-dlfr,"(63.51, 1.82)","(63.55, 1.86)","(64.18, 2.04)","(64.34, 2.07)","(24.83, 1.53)","(23.32, 1.46)","(128.98, 3.74)","(35.5, 3.13)","(-47.28, 13.0)","(129.27, 4.59)"
emt-dlfr,"(62.64, 1.17)","(62.65, 1.15)","(62.9, 1.22)","(63.05, 1.2)","(25.41, 0.25)","(24.2, 0.2)","(131.67, 3.03)","(33.37, 2.14)","(-52.92, 18.15)","(132.04, 2.7)"
emt-dlfr,"(62.78, 0.84)","(62.71, 0.97)","(63.36, 0.75)","(63.39, 0.9)","(26.29, 1.0)","(25.07, 0.63)","(130.57, 5.37)","(34.28, 2.22)","(-60.69, 9.59)","(129.78, 5.15)"
emt-dlfr,"(64.24, 0.38)","(64.24, 0.49)","(64.94, 0.86)","(65.06, 0.96)","(26.33, 0.56)","(24.88, 0.67)","(130.86, 1.68)","(35.02, 1.42)","(-54.86, 9.54)","(130.47, 1.94)"
emt-dlfr,"(64.24, 0.77)","(64.22, 0.8)","(64.73, 0.83)","(64.83, 0.86)","(25.56, 1.16)","(23.9, 1.14)","(131.25, 1.52)","(34.65, 2.72)","(-50.65, 13.16)","(131.19, 1.77)"
emt-dlfr,"(60.49, 3.1)","(59.83, 3.73)","(60.11, 3.4)","(59.6, 4.02)","(22.89, 3.26)","(21.72, 2.46)","(136.1, 3.42)","(29.6, 8.14)","(-38.64, 17.22)","(136.11, 4.11)"
emt-dlfr,"(62.68, 0.78)","(62.67, 0.81)","(63.16, 0.83)","(63.28, 0.9)","(25.41, 0.91)","(23.9, 0.95)","(133.4, 4.19)","(33.26, 0.9)","(156.43, 6.14)","(132.86, 3.93)"
emt-dlfr,"(53.69, 6.73)","(48.12, 12.47)","(52.49, 7.8)","(47.03, 13.56)","(19.24, 4.84)","(18.66, 4.02)","(141.77, 6.65)","(20.52, 7.71)","(168.87, 6.62)","(142.06, 7.25)"
emt-dlfr,"(64.33, 1.49)","(64.28, 1.47)","(64.74, 1.49)","(64.79, 1.46)","(28.23, 1.08)","(26.09, 0.78)","(127.41, 2.71)","(37.49, 1.92)","(158.09, 2.79)","(127.5, 2.2)"
emt-dlfr,"(63.95, 0.36)","(63.62, 0.58)","(63.97, 0.59)","(63.78, 0.89)","(27.89, 1.03)","(25.61, 1.01)","(128.0, 2.55)","(38.27, 0.95)","(158.93, 2.98)","(128.35, 2.92)"
emt-dlfr,"(64.28, 0.83)","(64.19, 0.85)","(64.63, 0.86)","(64.65, 0.88)","(27.26, 0.55)","(25.37, 0.54)","(127.03, 1.6)","(38.41, 2.13)","(158.18, 2.81)","(126.64, 1.55)"
emt-dlfr,"(64.14, 0.93)","(64.08, 0.92)","(64.63, 1.19)","(64.69, 1.18)","(27.45, 0.79)","(25.41, 0.79)","(125.28, 3.03)","(37.12, 2.12)","(154.79, 1.64)","(125.1, 2.87)"
emt-dlfr,"(63.36, 0.7)","(63.3, 0.78)","(63.72, 0.94)","(63.78, 1.03)","(29.01, 2.75)","(26.72, 2.4)","(126.39, 3.84)","(38.12, 1.67)","(156.09, 3.81)","(126.21, 3.12)"
emt-dlfr,"(64.33, 0.6)","(64.27, 0.81)","(64.73, 0.97)","(64.8, 1.17)","(28.77, 2.09)","(26.34, 1.77)","(124.75, 2.77)","(38.39, 2.66)","(155.03, 2.57)","(124.48, 2.09)"
emt-dlfr,"(64.24, 0.72)","(64.34, 0.72)","(64.84, 0.9)","(65.05, 0.89)","(29.3, 0.84)","(26.63, 0.9)","(125.71, 1.71)","(36.66, 1.58)","(156.61, 1.83)","(125.54, 1.08)"
emt-dlfr,"(63.32, 0.18)","(63.3, 0.12)","(63.82, 0.14)","(63.93, 0.19)","(27.94, 0.18)","(25.8, 0.24)","(128.08, 1.9)","(34.38, 1.23)","(-58.83, 2.15)","(128.16, 1.86)"
emt-dlfr,"(64.19, 1.12)","(64.26, 1.13)","(64.99, 0.94)","(65.16, 0.95)","(29.54, 1.67)","(26.97, 1.26)","(127.36, 0.55)","(36.81, 1.08)","(-56.43, 1.28)","(127.49, 0.91)"
emt-dlfr,"(64.14, 0.21)","(64.16, 0.26)","(64.74, 0.31)","(64.87, 0.36)","(28.33, 0.91)","(25.75, 1.2)","(128.32, 3.16)","(36.17, 0.73)","(-61.99, 7.83)","(128.84, 3.26)"
emt-dlfr,"(62.54, 1.14)","(62.31, 1.57)","(62.75, 1.58)","(62.66, 2.0)","(27.6, 1.31)","(25.27, 0.9)","(132.55, 3.68)","(35.33, 0.31)","(-65.05, 5.59)","(131.99, 3.73)"
emt-dlfr,"(63.75, 0.18)","(63.75, 0.1)","(63.92, 0.26)","(64.05, 0.28)","(26.77, 1.14)","(24.24, 1.19)","(128.91, 2.25)","(37.69, 2.52)","(-43.01, 6.06)","(129.25, 2.2)"
emt-dlfr,"(63.65, 0.07)","(63.7, 0.04)","(63.92, 0.19)","(64.1, 0.22)","(26.53, 0.78)","(24.05, 1.14)","(130.03, 2.03)","(36.56, 1.36)","(-41.3, 5.74)","(130.95, 2.25)"
emt-dlfr,"(63.7, 0.41)","(63.77, 0.43)","(64.23, 0.38)","(64.41, 0.4)","(27.94, 0.92)","(25.8, 1.02)","(127.09, 0.23)","(35.43, 0.54)","(-62.44, 3.47)","(127.51, 0.3)"
emt-dlfr,"(64.19, 1.12)","(64.26, 1.13)","(64.99, 0.94)","(65.16, 0.95)","(29.54, 1.67)","(26.97, 1.26)","(127.36, 0.55)","(36.81, 1.08)","(-56.43, 1.28)","(127.49, 0.91)"
emt-dlfr,"(64.33, 0.48)","(64.43, 0.48)","(65.19, 0.56)","(65.4, 0.55)","(28.57, 0.72)","(26.24, 0.78)","(124.64, 3.17)","(37.27, 2.06)","(-64.34, 6.38)","(125.11, 3.28)"
emt-dlfr,"(63.46, 0.66)","(63.53, 0.65)","(64.13, 0.76)","(64.31, 0.76)","(29.79, 1.53)","(27.21, 1.14)","(127.9, 0.86)","(35.08, 0.61)","(-61.08, 6.87)","(128.28, 0.75)"
emt-dlfr,"(64.34, 0.79)","(64.41, 0.81)","(65.09, 0.45)","(65.29, 0.46)","(28.47, 0.66)","(25.66, 0.78)","(129.18, 3.27)","(34.37, 0.63)","(-59.52, 2.01)","(129.85, 3.71)"
emt-dlfr,"(63.07, 2.07)","(63.15, 2.08)","(63.72, 2.09)","(63.91, 2.1)","(27.65, 1.57)","(25.02, 1.74)","(129.17, 4.35)","(35.0, 2.02)","(-53.17, 9.43)","(129.25, 4.75)"
emt-dlfr,"(63.75, 1.5)","(63.41, 2.03)","(64.03, 1.76)","(63.79, 2.29)","(28.86, 0.78)","(26.14, 0.34)","(132.44, 4.55)","(34.8, 0.43)","(-31.84, 12.0)","(131.94, 4.73)"
emt-dlfr,"(64.43, 0.52)","(64.47, 0.48)","(64.89, 0.71)","(65.05, 0.69)","(28.57, 0.52)","(26.14, 0.72)","(127.57, 2.83)","(35.59, 0.49)","(-43.1, 10.53)","(127.98, 3.29)"
emt-dlfr,"(65.35, 0.59)","(65.43, 0.6)","(66.11, 0.68)","(66.29, 0.69)","(28.91, 0.56)","(26.58, 0.56)","(125.74, 0.58)","(36.48, 0.75)","(-48.32, 3.85)","(125.83, 0.82)"
emt-dlfr,"(64.43, 0.52)","(64.47, 0.48)","(64.89, 0.71)","(65.05, 0.69)","(28.57, 0.52)","(26.14, 0.72)","(127.57, 2.83)","(35.59, 0.49)","(-43.1, 10.53)","(127.98, 3.29)"
